dataA,dataB
42.71887803473574,-2.1077071178474274
-1.3907521399933276,-0.7435186262635588
0.7563018507432205,1.4599501120390481
-1.2089946575387562,0.16321629889148573
0.2999839300500981,1.4373068657338381
-0.09835635133144371,-1.502868722183748
-1.2111024147854155,0.6585850944584596
-1.1595705424805816,-1.3794303891811348
-1.1112698067879874,-1.4907733253551556
0.20339374273356828,-1.0972991585242693
-0.23685183238916432,0.3364617943242188
-0.9749044008515081,-0.536552687761365
-0.6365992688323802,-0.32380371770114386
-1.3370401678271915,-0.24347998414857205
-0.889559285698045,0.7366827023427267
-1.3916864486431924,-1.3322297673303658
0.4940210541307001,0.0439184379990594
0.5436842646446511,-0.09253845265043195
1.0504052003038242,0.45647927104773284
-0.9389500101459552,0.6440869871147262
1.0015205015450106,0.3351042032884938
-0.24503269318434284,1.0245289669024993
-1.3049898479831432,-0.9119583748637101
0.24229006643461115,1.1510624217592553
1.0407951279579135,0.026433795992899745
0.5679819287947715,-0.30452710874220223
1.0308624224552305,2.129419674802688
0.21130762880427337,0.5678627424579665
0.043776064582879345,-0.8891115156958237
-0.5794837290294801,-1.268467555690956
0.18172657350851856,-0.9553850793424739
-0.5707857364411582,1.150655182458806
0.6841929648104765,1.6299648568349867
-1.3903294517950386,0.6221767959854975
1.2700914684797384,-0.7879634222058977
0.4855565956040401,-0.20808957351274734
0.4647402306962237,1.2300832447621912
-0.6759349982824203,1.4031114436356296
-0.8649834517370988,-1.2348012772539432
1.3529560405776442,0.21318622672086499
0.11880481589926678,-0.5694451042842671
-1.42148438718663,-1.075185354532364
-0.3203450477936062,1.504924662521896
0.0039009633246309015,-1.241181585879245
0.9769057990005972,-0.11435355023322104
1.217013489681277,1.661648913350859
0.6244023777542536,-0.5871199062331146
0.41669547485193825,-0.5250003083419282
0.009762594861940905,-1.3572215187929815
-1.3409220542875728,-0.05994463393587928
0.23687887445222225,1.5646007295847164
0.5471935710677166,-0.4965604689579354
-1.3323797306819136,-0.39174714031339125
-1.3452988380874276,-0.9973728779613618
-1.012054558028437,0.7610907789841109
0.5809845349715225,0.05678760171609192
-1.2821380740047053,-0.9875987953731844
-0.6499410644361828,-0.8048780187870611
-0.6551631912642507,0.581600861635549
0.1841680032792677,0.6765314526247205
-1.0618345745029778,0.8254639378123177
1.3522666334790114,-0.08913100856603412
-0.9687035020276288,0.19541656200220725
1.4044600336137814,1.1975843023925452
1.3367613276525498,0.9999852071780794
-0.1622290517203571,-0.5794092382143656
-0.6072017673493786,-1.3899374862200058
0.6272331440427863,1.5300113310547057
0.6150759087012188,1.7266464044123724
-1.5181024927016156,-0.24567919040180294
-0.21600221034454264,-0.017142356716093054
0.01434521141937249,-1.1061094228820858
-0.6623819030706262,0.03195881927917382
-0.7767519841609274,1.104364254931238
-1.4523445631287517,0.5587945920042588
0.22467157544083471,1.659300367468166
-0.16191201332606397,1.5979684237884757
0.2634344979812499,-1.5415713340314765
0.9698873529962897,-0.2721505865869446
-1.3592913001184606,-0.5847578938553368
-1.4168684411942694,0.39049062151281405
-0.25820196878131535,-0.11868401938494588
0.7326883270515064,1.6166341805842912
-1.1124043478715557,-1.4891442731276878
-0.9168100834914025,-0.012526878426965538
-0.6229349234927165,-0.12058451922906019
0.4411934103655207,-0.5017325397520702
-0.4027593471784141,1.0476610659844177
-1.2589026027621157,-0.5816220059883522
1.1701309762246448,-1.1380380211746273
-1.0497941506833943,-0.3174642158139713
0.35715505598717406,-1.5264079519653488
1.0419740100367576,0.3328101342654525
-1.424765609714266,-0.916804724807984
-0.12341045962485456,-1.122616685137129
1.2956347125083203,-0.06371851058259716
-0.6071795328957084,1.0063383791867742
-0.4400095538354654,1.1377725522466893
1.2318847187191517,-1.3575201573266187
